iter	Passed	Remaining
542	10872	9150
543	10885	9124
544	10900	9100
545	10911	9073
546	10925	9048
547	10944	9027
548	10969	9011
549	10986	8988
550	11000	8964
551	11018	8942
552	11034	8919
553	11049	8895
554	11062	8870
555	11077	8845
556	11093	8823
557	11146	8829
558	11151	8797
559	11158	8767
560	11163	8735
561	11167	8703
562	11171	8671
563	11175	8639
564	11185	8612
565	11199	8587
566	11214	8563
567	11227	8539
568	11242	8516
569	11475	8657
570	11526	8659
571	11561	8650
572	11712	8728
573	11719	8697
574	11726	8667
575	11731	8635
576	11737	8604
577	11742	8573
578	11807	8585
579	11824	8562
580	11841	8539
581	11857	8515
582	11872	8492
583	11890	8470
584	11910	8449
585	11929	8427
586	11946	8405
587	11955	8376
588	11972	8354
589	11987	8330
590	12002	8306
591	12019	8283
592	12032	8258
593	12044	8232
594	12105	8239
595	12253	8306
596	12292	8297
597	12297	8266
598	12301	8235
599	12305	8203
600	12396	8229
601	12419	8211
602	12444	8192
603	12471	8176
604	12552	8195
605	12591	8186
606	12608	8163
607	12626	8140
608	12644	8118
609	12784	8173
610	12807	8153
611	12830	8134
612	12854	8115
613	12917	8121
614	12936	8098
615	12954	8075
616	12971	8052
617	12988	8028
618	13033	8022
619	13133	8049
620	13179	8043
621	13213	8029
622	13282	8037
623	13323	8028
624	13346	8007
625	13352	7977
626	13357	7946
627	13418	7948
628	13453	7935
629	13460	7905
630	13464	7873
631	13468	7842
632	13472	7811
633	13477	7780
634	13481	7749
635	13579	7772
636	13606	7753
637	13633	7735
638	13656	7715
639	13679	7694
640	13688	7666
641	13693	7635
642	13699	7606
643	13766	7610
644	14006	7708
645	14011	7677
646	14015	7646
647	14019	7615
648	14023	7584
649	14027	7553
650	14031	7522
651	14053	7500
652	14065	7474
653	14080	7449
654	14098	7425
655	14169	7430
656	14185	7405
657	14201	7381
658	14217	7356
659	14232	7332
660	14245	7306
661	14251	7276
662	14278	7257
663	14294	7233
664	14327	7217
665	14340	7191
666	14355	7166
667	14369	7141
668	14464	7156
669	14491	7137
670	14507	7113
671	14530	7092
672	14546	7067
673	14556	7040
674	14563	7011
675	14616	7005
676	14630	6980
677	14641	6953
678	14656	6928
679	14672	6904
680	14683	6878
681	14689	6849
682	14695	6820
683	14708	6795
684	14723	6770
685	14738	6746
686	14753	6721
687	14769	6697
688	14781	6671
689	14825	6660
690	14835	6634
691	14848	6608
692	14862	6584
693	14878	6560
694	14892	6535
695	14915	6514
696	14931	6490
697	14957	6471
698	14974	6448
699	15006	6431
700	15020	6406
701	15025	6378
702	15060	6362
703	15071	6337
704	15084	6312
705	15101	6288
706	15116	6264
707	15129	6240
708	15137	6212
709	15142	6185
710	15180	6170
711	15203	6149
712	15220	6126
713	15234	6102
714	15252	6079
715	15264	6054
716	15271	6027
717	15285	6003
718	15305	5981
719	15325	5959
720	15336	5934
721	15352	5911
722	15379	5892
723	15385	5865
724	15391	5838
725	15416	5818
726	15435	5796
727	15449	5772
728	15466	5749
729	15501	5733
730	15518	5710
731	15529	5685
732	15535	5658
733	15547	5634
734	15564	5611
735	15579	5588
736	15598	5566
737	15613	5543
738	15625	5518
739	15633	5492
740	15664	5475
741	15680	5452
742	15696	5429
743	15708	5405
744	15720	5380
745	15733	5356
746	15742	5331
747	15749	5305
748	15754	5279
749	15775	5258
750	15794	5236
751	15808	5213
752	15826	5191
753	15851	5171
754	15861	5147
755	15868	5121
756	15884	5099
757	15901	5076
758	15918	5054
759	15934	5032
760	15951	5009
761	15960	4985
762	15966	4959
763	15972	4933
764	16005	4916
765	16020	4894
766	16033	4870
767	16050	4848
768	16068	4826
769	16078	4802
770	16085	4777
771	16100	4755
772	16117	4733
773	16134	4711
774	16152	4689
775	16164	4666
776	16171	4641
777	16181	4617
778	16211	4599
779	16232	4578
780	16257	4558
781	16269	4535
782	16286	4513
783	16300	4490
784	16311	4467
785	16316	4442
786	16346	4424
787	16364	4402
788	16384	4381
789	16400	4359
790	16416	4337
791	16426	4314
792	16433	4289
793	16473	4273
794	16489	4251
795	16506	4230
796	16524	4208
797	16541	4187
798	16549	4163
799	16555	4138
800	16602	4124
801	16619	4103
802	16636	4081
803	16649	4058
804	16661	4036
805	16715	4023
806	16729	4001
807	16743	3978
808	16762	3957
809	16780	3936
810	16800	3915
811	16806	3891
812	16829	3870
813	16846	3849
814	16864	3828
815	16886	3807
816	16903	3786
817	16912	3762
818	16918	3738
819	16923	3714
820	16939	3693
821	16956	3671
822	16975	3650
823	16992	3629
824	17005	3607
825	17040	3589
826	17045	3565
827	17053	3542
828	17061	3519
829	17081	3498
830	17097	3477
831	17110	3455
832	17121	3432
833	17197	3422
834	17222	3403
835	17247	3383
836	17271	3363
837	17294	3343
838	17313	3322
839	17320	3299
840	17324	3275
841	17386	3262
842	17410	3242
843	17438	3223
844	17467	3204
845	17491	3184
846	17511	3163
847	17517	3139
848	17521	3116
849	17592	3104
850	17619	3084
851	17648	3065
852	17674	3045
853	17698	3025
854	17731	3007
855	17735	2983
856	17886	2984
857	17891	2961
858	17895	2937
859	17900	2913
860	17904	2890
861	17910	2867
862	17914	2843
863	17918	2820
864	17971	2804
865	18025	2789
866	18048	2768
867	18073	2748
868	18099	2728
869	18190	2718
870	18237	2701
871	18269	2681
872	18294	2661
873	18395	2651
874	18418	2631
875	18443	2610
876	18467	2590
877	18491	2569
878	18501	2546
879	18505	2523
880	18510	2500
881	18515	2477
882	18578	2461
883	18603	2441
884	18632	2421
885	18657	2400
886	18683	2380
887	18703	2359
888	18715	2336
889	18720	2313
890	18943	2317
891	18956	2295
892	18996	2276
893	19029	2256
894	19057	2235
895	19104	2217
896	19111	2194
897	19129	2172
898	19142	2150
899	19155	2128
900	19172	2106
901	19189	2084
902	19202	2062
903	19209	2039
904	19257	2021
905	19273	1999
906	19289	1977
907	19304	1955
908	19317	1933
909	19329	1911
910	19333	1888
911	19339	1866
912	19426	1851
913	19442	1829
914	19457	1807
915	19474	1785
916	19490	1764
917	19501	1741
918	19508	1719
919	19516	1697
920	19532	1675
921	19548	1653
922	19564	1632
923	19577	1610
924	19589	1588
925	19593	1565
926	19598	1543
927	19644	1524
928	19662	1502
929	19676	1480
930	19694	1459
931	19711	1438
932	19725	1416
933	19732	1394
934	19738	1372
935	19743	1349
936	19810	1331
937	19831	1310
938	19845	1289
939	19863	1267
940	19880	1246
941	19942	1227
942	19958	1206
943	19974	1184
944	19990	1163
945	20007	1142
946	20017	1120
947	20023	1098
948	20028	1076
949	20058	1055
950	20078	1034
951	20104	1013
952	20128	992
953	20133	970
954	20138	948
955	20143	927
956	20161	905
957	20173	884
958	20181	862
959	20271	844
960	20354	826
961	20365	804
962	20376	782
963	20387	761
964	20396	739
965	20544	723
966	20578	702
967	20612	681
968	20646	660
969	20692	639
970	20738	619
971	20743	597
972	20754	575
973	20911	558
974	20956	537
975	21009	516
976	21038	495
977	21065	473
978	21088	452
979	21096	430
980	21112	408
981	21142	387
982	21171	366
983	21209	344
984	21414	326
985	21435	304
986	21450	282
987	21467	260
988	21484	238
989	21533	217
990	21563	195
991	21579	174
992	21591	152
993	21617	130
994	21630	108
995	21645	86
996	21650	65
997	21678	43
998	21695	21
999	21713	0
